observed_date,market,property,rate_usd,stay_date,los,source,note,basis,rate_type,channel
2026-08-10,lakekivu,Kivu Marina Bay Hotel,205.0,2026-09-09,2,"https://all.accor.com/booking/en/mantis/hotel/B6Y6?dateIn=2026-09-03&nights=2&compositions=2&stayplus=false&snu=false&accessibleRooms=false&hideWDR=false&productCode=null&hideHotelDetails=true&partner_id=Mantis&_gl=1*1gllo2r*_ga*MTk2MTI3ODk0Ni4xNzg1NzQ0MjQy*_ga_2J20SWCDG8*czE3ODU3NDQyNDIkbzEkZzAkdDE3ODU3NDQyNDIkajYwJGwwJGgw&basketId=3404e610-f8db-411e-87a9-5dfb8d4d82e4 direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$410 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$205.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,lakekivu,Lake Kivu Serena Hotel,279.0,2026-09-09,2,"serenahotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$558 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$279.0. [basis inferred: beach lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,lakekivu,Lake Kivu Serena Hotel,279.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$558 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$279.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakekivu,Moriah Hill Resort,140.0,2026-09-09,2,"https://moriah-hill.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$280 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$140.0. [basis inferred: beach lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,lakekivu,Moriah Hill Resort,172.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$344 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$172.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakekivu,Palm Garden Resort,70.0,2026-09-09,2,"https://palmgardenlodge.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$140 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$70.0. [basis inferred: beach lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,lakekivu,Palm Garden Resort,59.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$119 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$59.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakekivu,Paradise Kivu Resort,100.0,2026-09-09,2,"https://www.paradisekivu.com/ direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$200 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$100.0. [basis inferred: beach lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,lakekivu,Paradise Kivu Resort,77.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$154 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$77.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,volcanoes,Bisate Lodge,7590.0,2026-09-09,2,"wildernessdestinations.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$15180 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$7590.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,volcanoes,Five Volcanoes Boutique Hotel,850.0,2026-09-09,2,"https://fivevolcanoesrwanda.com/ direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1700 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$850.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,volcanoes,Karenge Bush Camp (Akagera),516.0,2026-09-09,2,"https://visitakagera.org/karenge-bush-camp/ direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1032 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$516.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,volcanoes,Magashi Camp (Akagera),2794.0,2026-09-09,2,"https://www.wildernessdestinations.com/africa/rwanda/akagera-national-park/magashi-camp?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=camp_profile direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$5588 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$2794.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,volcanoes,Nyungwe House,3770.0,2026-09-09,2,"oneandonlyresorts.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$7540 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$3770.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,volcanoes,One&Only Gorilla's Nest,8260.0,2026-09-09,2,"oneandonlyresorts.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$16520 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$8260.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,volcanoes,Ruzizi Tented Lodge (Akagera),516.0,2026-09-09,2,"akageranationalpark.org direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1032 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$516.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,volcanoes,Sabyinyo Silverback Lodge,4470.0,2026-09-09,2,"sabyinyolodge.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$8940 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$4470.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,volcanoes,Singita Kwitonda Lodge,7260.0,2026-09-09,2,"https://singita.com/lodge/singita-kwitonda-lodge/information/ direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$14520 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$7260.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,volcanoes,Virunga Lodge,4410.0,2026-09-09,2,"https://virungalodge.com/ direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$8820 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$4410.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,kigali,2000 Hotel Downtown Kigali,120.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$241 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$120.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kigali,Heaven Boutique Hotel,119.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$239 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$119.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kigali,Hotel Des Mille Collines,199.0,2026-09-09,2,"Booking.com,No availability on hotel website (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$398 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$199.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kigali,Kigali Marriott,257.0,2026-09-09,2,"marriott.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$514 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$257.0. [basis inferred: city lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,kigali,Kigali Marriott,352.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$704 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$352.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kigali,Kigali Serena,144.07,2026-09-09,2,"serenahotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$288.14 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$144.07. [basis inferred: city lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,kigali,Kigali Serena,178.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$357 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$178.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kigali,Onomo Hotel Kigali,81.1,2026-09-09,2,"onomohotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$162.2 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$81.1. [basis inferred: city lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,kigali,Onomo Hotel Kigali,106.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$213 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$106.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kigali,Park Inn by Radisson Kigali,147.0,2026-09-09,2,"radissonhotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$294 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$147.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,kigali,Park Inn by Radisson Kigali,148.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$297 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$148.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kigali,Radisson Blu Hotel & Convention Centre Kigali,198.0,2026-09-09,2,"No availability  (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$396 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$198.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kigali,The Retreat by Heaven,900.0,2026-09-09,2,"heavenrwanda.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","CORRECTION (verified 2026-08-17, OG sign-off): value was a 2-night stay total mis-stored as per-night; divided by LOS 2 to per-night. Original=1800 (2-night).",BB,international,direct
2026-08-10,kigali,The Retreat by Heaven,1440.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$2880 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1440.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kigali,Ubumwe Grande,240.0,2026-09-09,2,"https://reservations.ubumwegrandehotel.com/114531?_gl=1*ijo7zi*&adults=2&datein=09/03/2026&dateout=09/05/2026&domain=www.ubumwegrandehotel.com&languageid=1&rooms=1#/accommodation/room direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$480 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$240.0. [basis inferred: city lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,kigali,Ubumwe Grande,132.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$264 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$132.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,safari,Chem Chem Safari Lodge,3360.0,2026-09-09,2,"chemchem.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$6720 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$3360.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,safari,Four Seasons Safari Lodge Serengeti,4046.0,2026-09-09,2,"fourseasons.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$8092 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$4046.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,safari,Mwiba Lodge,5240.0,2026-09-09,2,"mwibalodge.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$10480 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$5240.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,safari,One Nature Nyaruswigwa,5280.0,2026-09-09,2,"onenaturehotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$10560 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$5280.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,safari,Sayari Tented Camp,5638.0,2026-09-09,2,"asiliaafrica.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$11276 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$5638.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,safari,Serengeti Bushtops,2600.0,2026-09-09,2,"bushtops.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$5200 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$2600.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,safari,Singita Faru Faru Lodge,6440.0,2026-09-09,2,"singita.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$12880 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$6440.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,safari,Singita Sasakwa Lodge,7050.0,2026-09-09,2,"singita.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$14100 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$7050.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,safari,andBeyond Grumeti Serengeti,5040.0,2026-09-09,2,"andbeyond.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$10080 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$5040.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,dar_arusha,Blackwood Boutique Hotel,97.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$195 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$97.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,dar_arusha,Dar es Salaam Serena Hotel,160.49,2026-09-09,2,"serenahotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$320.97 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$160.49. [basis inferred: city lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,dar_arusha,Dar es Salaam Serena Hotel,184.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$369 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$184.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,dar_arusha,DoubleTree by Hilton Dar es Salaam,171.85,2026-09-09,2,"hilton.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$343.71 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$171.85. [basis inferred: city lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,dar_arusha,Gran Melia Arusha,567.65,2026-09-09,2,"melia.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1135.31 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$567.65. [basis inferred: city lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,dar_arusha,Gran Melia Arusha,612.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1224 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$612.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,dar_arusha,Hyatt Regency Dar es Salaam,216.0,2026-09-09,2,"hyatt.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$432 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$216.0. [basis inferred: city lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,dar_arusha,Hyatt Regency Dar es Salaam,219.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$438 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$219.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,dar_arusha,Protea Hotel Dar es Salaam Courtyard,147.0,2026-09-09,2,"Expedia.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$294 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$147.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,dar_arusha,Sea Cliff Hotel,273.0,2026-09-09,2,"Expedia.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$546 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$273.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakevictoria,Brovad Sands Lodge,135.0,2026-09-09,2,"Expedia.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$270 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$135.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakevictoria,Imperial Resort Beach Entebbe,130.0,2026-09-09,2,"Expedia.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$260 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$130.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakevictoria,Lake Victoria Serena Golf Resort,304.0,2026-09-09,2,"serenahotels.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$608 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$304.0. [basis inferred: beach lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,lakevictoria,Lake Victoria Serena Golf Resort,304.5,2026-09-09,2,"Expedia.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$609 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$304.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakevictoria,Lutembe Beach Resort,51.5,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$103 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$51.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakevictoria,Munyonyo Commonwealth Resort,182.0,2026-09-09,2,"https://munyonyocommonwealth.com/ direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$364 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$182.0. [basis inferred: beach lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,lakevictoria,Munyonyo Commonwealth Resort,217.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$434 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$217.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakevictoria,Pineapple Bay Resort,300.0,2026-09-09,2,"pineapplebayuganda.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$600 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$300.0. [basis inferred: beach lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,lakevictoria,Protea Hotel by Marriott Entebbe,301.0,2026-09-09,2,"marriott.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$602 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$301.0. [basis inferred: beach lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,lakevictoria,Protea Hotel by Marriott Entebbe,307.0,2026-09-09,2,"Booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$614 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$307.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kampala,Speke Resort Munyonyo,202.5,2026-09-09,2,"https://www.guestreservations.com/speke-resort-conferen (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$405 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$202.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,lakevictoria,Wildwaters Lodge,911.0,2026-09-09,2,"OTA (unnamed) (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1822 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$911.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,bwindi,Buhoma Lodge,1070.0,2026-09-09,2,"https://gorilla.safari.co.za/pricing_buhoma-lodge.html (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$2140 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1070.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,bwindi,Bwindi Lodge,3010.0,2026-09-09,2,"volcanoes-safaris.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$6020 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$3010.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,bwindi,Clouds Mountain Gorilla Lodge,3240.0,2026-09-09,2,"wildplacesafrica.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$6480 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$3240.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,bwindi,Engagi Lodge,556.0,2026-09-09,2,"engagilodge.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1112 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$556.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,bwindi,Erebero Hills (Asilia),4891.0,2026-09-09,2,"asiliaafrica.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$9782 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$4891.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,bwindi,Kyambura Gorge Lodge,3140.0,2026-09-09,2,"volcanoes-safaris.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$6280 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$3140.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,bwindi,Mahogany Springs Lodge,840.0,2026-09-09,2,"mahoganysprings.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$1680 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$840.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,bwindi,Nkuringo Bwindi Gorilla Lodge,1264.0,2026-09-09,2,"nkuringo.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$2528 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1264.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,bwindi,Primate Lodge Kibale,1200.0,2026-09-09,2,"primate-lodge.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$2400 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$1200.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,bwindi,Sanctuary Gorilla Forest Camp,4880.0,2026-09-09,2,"sanctuaryretreats.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$9760 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$4880.0. [basis inferred: bush lead-in=FI, collector left blank]",FI,international,direct
2026-08-10,kampala,Four Points by Sheraton Kampala,155.0,2026-09-09,2,"marriott.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$310 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$155.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,kampala,Four Points by Sheraton Kampala,184.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$368 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$184.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kampala,Golden Tulip Canaan Kampala,162.03,2026-09-09,2,"goldentulip.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$324.05 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$162.03. [basis reused from prior week: BB],BB,international,direct
2026-08-10,kampala,Golden Tulip Canaan Kampala,191.0,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$382 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$191.0. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kampala,Hilton Garden Inn Kampala,131.0,2026-09-09,2,"hilton.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026",2-night total US$262 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$131.0. [basis reused from prior week: BB],BB,international,direct
2026-08-10,kampala,Hilton Garden Inn Kampala,139.5,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$279 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$139.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
2026-08-10,kampala,Hotel Africana,150.0,2026-09-09,2,"hotelafricana.com direct booking engine (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$300 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$150.0. [basis inferred: city lead-in=BB, collector left blank]",BB,international,direct
2026-08-10,kampala,Hotel Africana,126.5,2026-09-09,2,"booking.com (manual read), OG (EA Pulse) WK33 sheet, 10 Aug 2026","2-night total US$253 for 2 adults (stay 9-11 Sep 2026); /2 to per-night per-room US$126.5. OTA lowest displayed, inclusions not stated.",UNK,international,ota
